timestamp,x_est,y_est,yaw_est,x_gt,y_gt,yaw_gt,pos_error,yaw_error
30.880000,0.372477,0.054719,-1.098581,0.239723,1.917979,-2.043096,1.867983,0.944515
30.900000,0.372439,0.054786,-1.078751,0.234614,1.919487,-2.016318,1.869787,0.937568
30.920000,0.372405,0.054800,-1.058766,0.229001,1.920806,-1.990006,1.871508,0.931240
30.940000,0.372360,0.054887,-1.038991,0.223477,1.921771,-1.964349,1.872811,0.925358
30.960000,0.372307,0.054951,-1.019131,0.215618,1.921906,-1.927376,1.873518,0.908245
30.980000,0.372259,0.054994,-0.999217,0.212937,1.921682,-1.915222,1.873475,0.916005
31.000000,0.372198,0.055089,-0.979342,0.207743,1.920947,-1.891635,1.873091,0.912292
31.020000,0.372161,0.055102,-0.959461,0.202838,1.919779,-1.868868,1.872349,0.909407
31.040000,0.372108,0.055157,-0.939583,0.195893,1.917267,-1.836065,1.870429,0.896482
31.060000,0.372049,0.055223,-0.919734,0.193770,1.916239,-1.825484,1.869536,0.905749
31.080000,0.371985,0.055288,-0.899876,0.189687,1.913883,-1.804769,1.867514,0.904893
31.100000,0.371920,0.055352,-0.880020,0.185855,1.911222,-1.784578,1.865173,0.904559
31.120000,0.371850,0.055419,-0.860173,0.180581,1.906754,-1.755098,1.861189,0.894925
31.140000,0.371777,0.055488,-0.840330,0.178930,1.905171,-1.745434,1.859709,0.905105
31.160000,0.371700,0.055559,-0.820493,0.175771,1.901911,-1.726262,1.856719,0.905768
31.180000,0.371619,0.055631,-0.800659,0.172770,1.898576,-1.707207,1.853642,0.906548
31.200000,0.371536,0.055701,-0.780822,0.169831,1.895208,-1.688155,1.850533,0.907333
31.220000,0.371452,0.055766,-0.760976,0.166971,1.891857,-1.669030,1.847442,0.908053
31.240000,0.371347,0.055866,-0.741123,0.164130,1.888594,-1.649710,1.844405,0.908587
31.260000,0.371270,0.055917,-0.721259,0.161204,1.885535,-1.630032,1.841638,0.908773
31.280000,0.371248,0.055886,-0.701297,0.157986,1.882804,-1.609816,1.839323,0.908518
31.300000,0.371225,0.055871,-0.681305,0.152123,1.879621,-1.578507,1.836864,0.897202
31.320000,0.371235,0.055830,-0.661230,0.150040,1.878838,-1.567966,1.836378,0.906736
31.340000,0.371271,0.055776,-0.641109,0.145771,1.877672,-1.546499,1.835799,0.905390
31.360000,0.371318,0.055723,-0.621014,0.140887,1.876850,-1.524169,1.835647,0.903155
